Date,Open,High,Low,Close,Change,Change(%),Ratio(%),Volume,Value(T),Interval_High_Open,Interval_Open_From_LastDay,Interval_Open_From_LastDay(%)
4/3/2020,50,50,50,50,Unchnaged,0,0,82,410,0,0,0
4/2/2020,50,50,50,50,Unchnaged,0,0,19,95,0,0,0
4/1/2020,50,50,50,50,Unchnaged,0,0,12,60,0,0,0
3/31/2020,50,50,50,50,Unchnaged,0,0,200,"1,000",0,0,0
3/30/2020,50,50,50,50,Unchnaged,0,0,10,50,0,0,0
3/27/2020,50,50,50,50,Unchnaged,0,0,106,530,0,0,0
3/26/2020,50,50,50,50,Unchnaged,0,0,114,570,0,0,0
3/24/2020,50,50,50,50,Unchnaged,0,0,26,130,0,0,0
3/23/2020,50,50,50,50,Unchnaged,0,0,21,105,0,0,0
3/20/2020,50,50,50,50,Unchnaged,0,0,30,150,0,0,0
3/19/2020,50,50,50,50,Unchnaged,0,0,1,5,0,0,0
3/18/2020,50,50,50,50,,0,0,0,0,0,0,0
3/17/2020,50,50,50,50,,0,0,0,0,0,0,0
3/16/2020,50,50,50,50,,0,0,0,0,0,0,0
3/13/2020,50,50,50,50,Unchnaged,0,0,53,265,0,0,0
3/12/2020,50,50,50,50,Unchnaged,0,0,2,10,0,0,0
3/11/2020,50,50,50,50,Unchnaged,0,0,24,120,0,0,0
3/10/2020,50,50,50,50,Unchnaged,0,0,27,135,0,0,0
3/9/2020,50,50,50,50,,0,0,0,0,0,0,0
3/6/2020,50,50,50,50,Unchnaged,0,0,6,30,0,0,0
3/5/2020,50,50,50,50,Unchnaged,0,0,16,80,0,0,0
3/4/2020,50,50,50,50,,0,0,0,0,0,0,0
3/3/2020,50,50,50,50,,0,0,0,0,0,0,0
3/2/2020,50,50,50,50,,0,0,0,0,0,0,0
2/28/2020,50,50,50,50,Unchnaged,0,0,60,300,0,0,0
2/27/2020,50,50,50,50,Unchnaged,0,0,29,145,0,0,0
2/26/2020,50,50,50,50,Unchnaged,0,0,5,25,0,0,0
2/25/2020,50,50,50,50,Unchnaged,0,0,8,40,0,0,0
2/24/2020,50,50,50,50,Unchnaged,0,0,3,15,0,0,0
2/21/2020,50,50,50,50,Unchnaged,0,0,601,"3,005",0,0,0
2/20/2020,50,50,50,50,Unchnaged,0,0,2,10,0,0,0
2/19/2020,50,50,50,50,Unchnaged,0,0,56,280,0,0,0
2/18/2020,50,50,50,50,Unchnaged,0,0,28,140,0,0,0
2/17/2020,50,50,50,50,Unchnaged,0,0,"1,209","6,045",0,0,0
2/14/2020,50,50,50,50,Unchnaged,0,0,5,25,0,0,0
2/13/2020,50,50,50,50,Unchnaged,0,0,5,25,0,0,0
2/12/2020,50,50,50,50,Unchnaged,0,0,2,10,0,0,0
2/11/2020,50,50,50,50,Unchnaged,0,0,28,140,0,0,0
2/10/2020,50,50,50,50,,0,0,0,0,0,0,0
2/7/2020,50,50,50,50,Unchnaged,0,0,2,10,0,0,0
2/6/2020,50,50,50,50,Unchnaged,0,0,"2,004","10,020",0,0,0
2/5/2020,50,50,50,50,Unchnaged,0,0,4,20,0,0,0
2/4/2020,50,50,50,50,Unchnaged,0,0,33,165,0,0,0
2/3/2020,50,50,50,50,Unchnaged,0,0,104,520,0,0,0
1/31/2020,50,50,50,50,Unchnaged,0,0,32,160,0,0,0
1/30/2020,50,50,50,50,Unchnaged,0,0,10,50,0,0,0
1/29/2020,50,50,50,50,Unchnaged,0,0,41,205,0,0,0
1/28/2020,50,50,50,50,Unchnaged,0,0,5,25,0,0,0
1/27/2020,50,50,50,50,Unchnaged,0,0,26,130,0,0,0
1/24/2020,50,50,50,50,Unchnaged,0,0,102,510,0,0,0
1/23/2020,50,50,50,50,Unchnaged,0,0,14,70,0,0,0
1/22/2020,50,50,50,50,Unchnaged,0,0,10,50,0,0,0
1/21/2020,50,50,50,50,Unchnaged,0,0,32,160,0,0,0
1/20/2020,50,50,50,50,Unchnaged,0,0,4,20,0,0,0
1/17/2020,50,50,50,50,Unchnaged,0,0,74,370,0,0,0
1/16/2020,50,50,50,50,Unchnaged,0,0,57,285,0,0,0
1/15/2020,50,50,50,50,Unchnaged,0,0,1,5,0,0,0
1/14/2020,50,50,50,50,Unchnaged,0,0,124,620,0,0,0
1/13/2020,50,50,50,50,Unchnaged,0,0,20,100,0,0,0
1/10/2020,50,50,50,50,Unchnaged,0,0,11,55,0,0,0
1/9/2020,50,50,50,50,Unchnaged,0,0,2,10,0,0,0
1/8/2020,50,50,50,50,Unchnaged,0,0,388,"1,940",0,0,0
1/7/2020,50,50,50,50,Unchnaged,0,0,15,75,0,0,0
1/6/2020,50,50,50,50,Unchnaged,0,0,333,"1,665",0,0,0
1/3/2020,50,50,50,50,Unchnaged,0,0,137,685,0,0,0
1/2/2020,50,50,50,50,Unchnaged,0,0,293,"1,465",0,0,0
12/30/2019,50,50,50,50,Unchnaged,0,0,3,15,0,0,0
12/27/2019,50,50,50,50,,0,0,0,0,0,0,0
12/26/2019,50,50,50,50,Unchnaged,0,0,17,85,0,0,0
12/23/2019,50,50,50,50,Unchnaged,0,0,641,"3,205",0,0,0
12/20/2019,50,50,50,50,Unchnaged,0,0,168,840,0,0,0
12/19/2019,50,50,50,50,Unchnaged,0,0,136,680,0,0,0
12/18/2019,50,50,50,50,Unchnaged,0,0,81,405,0,0,0
12/17/2019,50,50,50,50,Unchnaged,0,0,23,115,0,0,0
12/16/2019,50,50,50,50,Unchnaged,0,0,547,"2,735",0,0,0
12/13/2019,50,50,50,50,Unchnaged,0,0,223,"1,115",0,0,0
12/12/2019,50,50,50,50,Unchnaged,0,0,102,510,0,0,0
12/11/2019,50,50,50,50,Unchnaged,0,0,689,"3,445",0,0,0
12/10/2019,50,50,50,50,Unchnaged,0,0,54,270,0,0,0
12/9/2019,50,50,50,50,Unchnaged,0,0,424,"2,120",0,0,0
12/6/2019,50,50,50,50,Unchnaged,0,0,507,"2,535",0,0,0
12/5/2019,50,50,50,50,Unchnaged,0,0,"3,857","19,285",0,0,0
12/4/2019,50,50,50,50,Unchnaged,0,0,70,350,0,0,0
12/3/2019,50,50,50,50,Unchnaged,0,0,"1,115","5,575",0,0,0
12/2/2019,50,50,50,50,Unchnaged,0,0,122,610,0,0,0
11/29/2019,50,50,50,50,Unchnaged,0,0,"1,259","6,295",0,0,0
11/28/2019,50,50,50,50,Unchnaged,0,0,675,"3,375",0,0,0
11/27/2019,50,51,50,50,Unchnaged,0,0,"130,303","651,516",1,0,0
11/26/2019,50,50,50,50,Unchnaged,0,0,82,410,0,0,0
11/25/2019,50,50,50,50,Unchnaged,0,0,159,795,0,0,0
11/22/2019,50,50,50,50,Unchnaged,0,0,18,90,0,0,0
11/21/2019,50,50,50,50,Unchnaged,0,0,43,215,0,0,0
11/20/2019,50,50,50,50,Unchnaged,0,0,8,40,0,0,0
11/19/2019,50,50,50,50,Unchnaged,0,0,"3,090","15,450",0,0,0
11/18/2019,51,51,50,50,Unchnaged,0,0,698,"3,490",0,1,2
11/15/2019,50,50,50,50,Unchnaged,0,0,328,"1,640",0,0,0
11/14/2019,50,50,50,50,Unchnaged,0,0,"4,028","20,140",0,0,0
11/13/2019,50,50,50,50,Unchnaged,0,0,153,765,0,0,0
11/12/2019,50,50,50,50,Unchnaged,0,0,"5,278","26,390",0,0,0
11/11/2019,50,50,50,50,Unchnaged,0,0,"2,257","11,285",0,0,0
11/8/2019,50,50,50,50,Unchnaged,0,0,"2,337","11,685",0,0,0
11/7/2019,50,50,50,50,Unchnaged,0,0,"5,970","29,850",0,0,0
11/6/2019,50,50,50,50,Unchnaged,0,0,"5,323","26,615",0,0,0
11/5/2019,50,50,50,50,Unchnaged,0,0,"1,448","7,240",0,0,0
11/4/2019,50,50,50,50,Unchnaged,0,0,"10,877","54,385",0,0,0
11/1/2019,50,50,50,50,Unchnaged,0,0,370,"1,850",0,0,0
10/31/2019,50,50,50,50,Unchnaged,0,0,"2,374","11,870",0,0,0
10/30/2019,51,51,50,50,Lower limit,1,1.96,"54,284","271,472",0,0,0
10/29/2019,51,51,50,51,Unchnaged,0,0,"81,903","409,737",0,0,0
10/28/2019,50,51,50,51,Unchnaged,0,0,"150,740","756,310",1,-1,-1.960784314
10/25/2019,51,51,50,51,Rise,1,2,"20,910","105,480",0,1,2
10/24/2019,51,51,50,50,Unchnaged,0,0,"69,347","348,229",0,1,2
10/23/2019,50,51,50,50,Unchnaged,0,0,"81,224","406,133",1,0,0
10/22/2019,51,53,50,50,Unchnaged,0,0,"124,344","629,553",2,1,2
10/21/2019,50,51,50,50,Unchnaged,0,0,"11,264","56,418",1,0,0
10/18/2019,50,51,50,50,Unchnaged,0,0,"48,422","242,469",1,0,0
10/17/2019,50,52,50,50,Unchnaged,0,0,"30,845","155,537",2,0,0
10/16/2019,50,52,50,50,Unchnaged,0,0,"103,316","518,951",2,0,0
10/15/2019,50,50,50,50,Unchnaged,0,0,"6,249","31,245",0,0,0
10/14/2019,50,50,50,50,Unchnaged,0,0,"7,075","35,375",0,0,0
10/11/2019,50,50,50,50,Unchnaged,0,0,462,"2,310",0,0,0
10/10/2019,50,50,50,50,Unchnaged,0,0,322,"1,610",0,0,0
10/9/2019,50,50,50,50,Unchnaged,0,0,"2,258","11,290",0,0,0
10/8/2019,50,50,50,50,Unchnaged,0,0,"2,851","14,255",0,0,0
10/7/2019,50,50,50,50,Unchnaged,0,0,"5,724","28,620",0,0,0
10/4/2019,50,50,50,50,Unchnaged,0,0,491,"2,455",0,0,0
10/3/2019,50,50,50,50,Unchnaged,0,0,"2,713","13,565",0,0,0
10/2/2019,50,50,50,50,Unchnaged,0,0,864,"4,320",0,0,0
10/1/2019,50,51,50,50,Unchnaged,0,0,"20,136","100,680",1,0,0
9/30/2019,51,51,50,50,Unchnaged,0,0,"36,194","181,023",0,1,2
9/27/2019,51,51,50,50,Unchnaged,0,0,"32,689","164,656",0,1,2
9/26/2019,51,51,50,50,Lower limit,1,1.96,"256,418","1,282,377",0,0,0
9/25/2019,52,52,50,51,Fall,1,1.92,"331,360","1,673,851",0,0,0
9/24/2019,52,53,52,52,Unchnaged,0,0,"256,092","1,332,962",1,0,0
9/23/2019,52,53,52,52,Unchnaged,0,0,"123,497","646,363",1,0,0
9/20/2019,52,53,52,52,Unchnaged,0,0,"159,412","831,299",1,0,0
9/19/2019,53,54,52,52,Fall,1,1.88,"129,673","676,765",1,0,0
9/18/2019,54,54,52,53,Fall,1,1.85,"167,380","888,394",0,0,0
9/17/2019,55,56,53,54,Unchnaged,0,0,"168,888","911,375",1,1,1.851851852
9/16/2019,57,60,54,54,Fall,1,1.81,"809,236","4,571,576",3,2,3.636363636
9/13/2019,53,59,52,55,Rise,2,3.77,"842,704","4,723,236",6,0,0
9/12/2019,53,54,53,53,Unchnaged,0,0,"44,865","239,444",1,0,0
9/11/2019,55,56,53,53,Unchnaged,0,0,"294,336","1,595,110",1,2,3.773584906
9/10/2019,53,56,52,53,Rise,1,1.92,"187,049","1,006,937",3,1,1.923076923
9/9/2019,53,54,52,52,Fall,1,1.88,"180,997","956,982",1,0,0
9/6/2019,54,55,52,53,Fall,1,1.85,"208,490","1,096,645",1,0,0
9/5/2019,53,56,52,54,Rise,1,1.88,"320,311","1,720,561",3,0,0
9/4/2019,55,58,52,53,Fall,2,3.63,"739,131","3,984,557",3,0,0
9/3/2019,55,61,53,55,Rise,2,3.77,"1,105,435","6,377,831",6,2,3.773584906
9/2/2019,60,74,50,53,Fall,7,11.66,"5,599,739","35,841,611",14,0,0
8/30/2019,50,67,50,60,Rise,10,20,"3,825,398","23,279,612",17,0,0
8/29/2019,50,54,50,50,Unchnaged,0,0,"387,948","1,968,026",4,0,0
8/28/2019,50,50,50,50,Unchnaged,0,0,650,"3,250",0,0,0
8/27/2019,50,50,50,50,Unchnaged,0,0,"2,136","10,680",0,0,0
8/26/2019,50,50,50,50,Unchnaged,0,0,249,"1,245",0,0,0
8/23/2019,50,50,50,50,Unchnaged,0,0,41,205,0,0,0
8/22/2019,50,50,50,50,Unchnaged,0,0,"1,018","5,090",0,0,0
8/21/2019,51,51,50,50,Unchnaged,0,0,348,"1,745",0,1,2
8/20/2019,50,50,50,50,Unchnaged,0,0,67,335,0,0,0
8/19/2019,50,50,50,50,Unchnaged,0,0,28,140,0,0,0
8/16/2019,50,50,50,50,Unchnaged,0,0,100,500,0,0,0
8/15/2019,50,50,50,50,Unchnaged,0,0,453,"2,265",0,0,0
8/14/2019,51,51,50,50,Unchnaged,0,0,591,"2,965",0,1,2
8/13/2019,50,50,50,50,Unchnaged,0,0,38,190,0,0,0
8/12/2019,50,50,50,50,Unchnaged,0,0,6,30,0,0,0
8/9/2019,50,50,50,50,Unchnaged,0,0,114,570,0,0,0
8/8/2019,50,50,50,50,Unchnaged,0,0,818,"4,090",0,0,0
8/7/2019,50,50,50,50,Unchnaged,0,0,76,380,0,0,0
8/6/2019,50,50,50,50,Unchnaged,0,0,18,90,0,0,0
8/5/2019,50,50,50,50,Unchnaged,0,0,66,330,0,0,0
8/2/2019,50,50,50,50,Unchnaged,0,0,385,"1,925",0,0,0
8/1/2019,50,50,50,50,Unchnaged,0,0,62,310,0,0,0
7/31/2019,50,50,50,50,Unchnaged,0,0,248,"1,240",0,0,0
7/30/2019,50,50,50,50,Unchnaged,0,0,88,440,0,0,0
7/29/2019,50,50,50,50,Unchnaged,0,0,547,"2,735",0,0,0
7/26/2019,50,50,50,50,Unchnaged,0,0,"9,673","48,365",0,0,0
7/25/2019,50,50,50,50,Unchnaged,0,0,140,700,0,0,0
7/24/2019,50,50,50,50,Unchnaged,0,0,361,"1,805",0,0,0
7/23/2019,50,50,50,50,Unchnaged,0,0,73,365,0,0,0
7/22/2019,50,50,50,50,Unchnaged,0,0,166,830,0,0,0
7/19/2019,50,50,50,50,Unchnaged,0,0,113,565,0,0,0
7/18/2019,50,50,50,50,Unchnaged,0,0,96,480,0,0,0
7/17/2019,50,50,50,50,Unchnaged,0,0,138,690,0,0,0
7/16/2019,50,50,50,50,Unchnaged,0,0,756,"3,780",0,0,0
7/15/2019,50,50,50,50,Unchnaged,0,0,764,"3,820",0,0,0
7/12/2019,50,50,50,50,Unchnaged,0,0,423,"2,115",0,0,0
7/11/2019,50,50,50,50,Unchnaged,0,0,612,"3,060",0,0,0
7/10/2019,50,50,50,50,Unchnaged,0,0,"1,620","8,100",0,0,0
7/9/2019,50,52,50,50,Unchnaged,0,0,"151,068","757,502",2,0,0
7/8/2019,50,50,50,50,Unchnaged,0,0,"1,062","5,310",0,0,0
7/5/2019,50,50,50,50,Unchnaged,0,0,"4,171","20,855",0,0,0
7/4/2019,50,50,50,50,Unchnaged,0,0,"2,246","11,230",0,0,0
7/3/2019,50,50,50,50,Unchnaged,0,0,408,"2,040",0,0,0
7/2/2019,50,50,50,50,Unchnaged,0,0,168,840,0,0,0
7/1/2019,50,50,50,50,Unchnaged,0,0,903,"4,515",0,0,0
6/28/2019,50,50,50,50,Unchnaged,0,0,190,950,0,0,0
6/27/2019,50,50,50,50,Unchnaged,0,0,854,"4,270",0,0,0
6/26/2019,50,50,50,50,Unchnaged,0,0,501,"2,505",0,0,0
6/25/2019,50,50,50,50,Unchnaged,0,0,292,"1,460",0,0,0
6/24/2019,50,50,50,50,Unchnaged,0,0,446,"2,230",0,0,0
6/21/2019,50,50,50,50,Unchnaged,0,0,398,"1,990",0,0,0
6/20/2019,50,50,50,50,Unchnaged,0,0,188,940,0,0,0
6/19/2019,50,50,50,50,Unchnaged,0,0,67,335,0,0,0
6/18/2019,50,50,50,50,Unchnaged,0,0,73,365,0,0,0
6/17/2019,50,50,50,50,Unchnaged,0,0,231,"1,155",0,0,0
6/14/2019,50,50,50,50,Unchnaged,0,0,"1,000","5,000",0,0,0
6/13/2019,50,50,50,50,Unchnaged,0,0,130,650,0,0,0
6/12/2019,50,50,50,50,Unchnaged,0,0,262,"1,310",0,0,0
6/11/2019,50,50,50,50,Unchnaged,0,0,225,"1,125",0,0,0
6/10/2019,50,50,50,50,Unchnaged,0,0,"1,819","9,095",0,0,0
5/31/2019,50,50,50,50,Unchnaged,0,0,"1,181","5,905",0,0,0
5/29/2019,50,50,50,50,Unchnaged,0,0,"22,250","111,250",0,0,0
5/28/2019,50,50,50,50,Unchnaged,0,0,34,170,0,0,0
5/27/2019,50,50,50,50,Unchnaged,0,0,814,"4,070",0,0,0
5/24/2019,50,50,50,50,Unchnaged,0,0,781,"3,905",0,0,0
5/23/2019,50,50,50,50,Unchnaged,0,0,32,160,0,0,0
5/22/2019,50,50,50,50,Unchnaged,0,0,100,500,0,0,0
5/21/2019,50,50,50,50,Unchnaged,0,0,"1,032","5,160",0,0,0
5/20/2019,50,50,50,50,Unchnaged,0,0,142,710,0,0,0
5/17/2019,50,50,50,50,Unchnaged,0,0,31,155,0,0,0
5/16/2019,50,50,50,50,Unchnaged,0,0,16,80,0,0,0
5/15/2019,50,50,50,50,Unchnaged,0,0,278,"1,390",0,0,0
5/14/2019,50,50,50,50,Unchnaged,0,0,140,700,0,0,0
5/13/2019,50,50,50,50,Unchnaged,0,0,21,105,0,0,0
5/10/2019,50,50,50,50,Unchnaged,0,0,31,155,0,0,0
5/9/2019,50,50,50,50,Unchnaged,0,0,223,"1,115",0,0,0
5/8/2019,50,50,50,50,Unchnaged,0,0,318,"1,590",0,0,0
5/7/2019,50,50,50,50,Unchnaged,0,0,42,210,0,0,0
5/6/2019,50,50,50,50,Unchnaged,0,0,184,920,0,0,0
5/3/2019,50,50,50,50,Unchnaged,0,0,215,"1,075",0,0,0
5/2/2019,50,50,50,50,Unchnaged,0,0,"5,483","27,415",0,0,0
4/30/2019,50,50,50,50,Unchnaged,0,0,"4,259","21,295",0,0,0
4/29/2019,50,50,50,50,Unchnaged,0,0,645,"3,225",0,0,0
4/26/2019,50,50,50,50,Unchnaged,0,0,"11,097","55,485",0,0,0
4/25/2019,50,50,50,50,Unchnaged,0,0,459,"2,295",0,0,0
4/24/2019,50,50,50,50,Unchnaged,0,0,"1,114","5,570",0,0,0
4/23/2019,50,50,50,50,Unchnaged,0,0,"2,044","10,220",0,0,0
4/22/2019,50,50,50,50,Unchnaged,0,0,320,"1,600",0,0,0
4/18/2019,50,50,50,50,Unchnaged,0,0,"1,876","9,380",0,0,0
4/16/2019,50,50,50,50,Unchnaged,0,0,598,"2,990",0,0,0
4/15/2019,50,50,50,50,Unchnaged,0,0,"1,396","6,980",0,0,0
4/12/2019,50,50,50,50,Unchnaged,0,0,"1,084","5,420",0,0,0
4/11/2019,50,50,50,50,Unchnaged,0,0,221,"1,105",0,0,0
4/10/2019,50,50,50,50,Unchnaged,0,0,137,685,0,0,0
4/9/2019,50,50,50,50,Unchnaged,0,0,26,130,0,0,0
4/8/2019,50,50,50,50,Unchnaged,0,0,581,"2,905",0,0,0
4/5/2019,50,50,50,50,Unchnaged,0,0,"1,068","5,340",0,0,0
4/4/2019,50,50,50,50,Unchnaged,0,0,546,"2,730",0,0,0
4/2/2019,50,50,50,50,Unchnaged,0,0,814,"4,070",0,0,0
4/1/2019,50,50,50,50,Unchnaged,0,0,120,600,0,0,0
3/29/2019,50,50,50,50,Unchnaged,0,0,119,595,0,0,0
3/28/2019,50,50,50,50,Unchnaged,0,0,245,"1,225",0,0,0
3/27/2019,50,50,50,50,Unchnaged,0,0,"11,530","57,650",0,0,0
3/26/2019,50,50,50,50,Unchnaged,0,0,"1,640","8,200",0,0,0
3/25/2019,50,50,50,50,Unchnaged,0,0,982,"4,910",0,0,0
3/22/2019,50,50,50,50,Unchnaged,0,0,115,575,0,0,0
3/21/2019,50,50,50,50,Unchnaged,0,0,"10,074","50,370",0,0,0
3/20/2019,50,50,50,50,Unchnaged,0,0,"1,018","5,090",0,0,0
3/19/2019,50,50,50,50,Unchnaged,0,0,"3,653","18,265",0,0,0
3/18/2019,50,50,50,50,Unchnaged,0,0,"3,586","17,930",0,0,0
3/15/2019,50,50,50,50,Unchnaged,0,0,"18,053","90,265",0,0,0
3/14/2019,50,50,50,50,Unchnaged,0,0,"2,561","12,805",0,0,0
3/13/2019,50,50,50,50,Unchnaged,0,0,"10,285","51,425",0,0,0
3/12/2019,50,50,50,50,Unchnaged,0,0,"1,272","6,360",0,0,0
3/11/2019,50,50,50,50,Unchnaged,0,0,"4,345","21,725",0,0,0
3/8/2019,50,51,50,50,Unchnaged,0,0,"8,366","41,831",1,0,0
3/6/2019,50,50,50,50,Unchnaged,0,0,"14,742","73,710",0,0,0
3/5/2019,50,51,50,50,Unchnaged,0,0,"39,482","197,476",1,0,0
3/4/2019,50,51,50,50,Unchnaged,0,0,"122,463","612,444",1,0,0
3/1/2019,51,51,50,50,Lower limit,1,1.96,"26,005","130,614",0,0,0
2/28/2019,51,51,50,51,Unchnaged,0,0,"77,040","385,671",0,0,0
2/27/2019,51,51,50,51,Rise,1,2,"91,881","464,836",0,1,2
2/26/2019,52,53,50,50,Lower limit,2,3.84,"311,163","1,576,752",1,0,0
2/25/2019,52,56,51,52,Unchnaged,0,0,"333,171","1,766,794",4,0,0
2/22/2019,54,57,52,52,Fall,2,3.7,"408,154","2,192,790",3,0,0
2/21/2019,58,59,52,54,Fall,3,5.26,"498,740","2,730,498",1,1,1.754385965
2/20/2019,59,64,57,57,Fall,1,1.72,"1,052,170","6,316,202",5,1,1.724137931
2/19/2019,51,59,51,58,Rise,7,13.72,"1,610,514","9,063,806",8,0,0
2/18/2019,51,53,50,51,Rise,1,2,"199,094","1,024,356",2,1,2
2/15/2019,51,53,50,50,Lower limit,1,1.96,"216,056","1,100,513",2,0,0
2/14/2019,50,51,50,51,Unchnaged,0,0,"14,440","72,201",1,-1,-1.960784314
2/13/2019,50,51,50,51,Rise,1,2,"14,278","71,563",1,0,0
2/12/2019,50,51,50,50,Unchnaged,0,0,"17,303","86,519",1,0,0
2/11/2019,50,51,50,50,Unchnaged,0,0,"19,327","96,635",1,0,0
2/8/2019,51,51,50,50,Lower limit,1,1.96,"66,066","330,341",0,0,0
2/7/2019,51,51,50,51,Rise,1,2,784,"3,944",0,1,2
2/6/2019,51,51,50,50,Lower limit,1,1.96,"7,028","35,488",0,0,0
2/4/2019,50,51,50,51,Rise,1,2,"29,365","146,826",1,0,0
2/1/2019,50,51,50,50,Unchnaged,0,0,"5,957","29,807",1,0,0
1/31/2019,50,51,50,50,Unchnaged,0,0,"33,181","166,164",1,0,0
1/30/2019,51,51,50,50,Unchnaged,0,0,"48,684","244,522",0,1,2
1/29/2019,51,51,50,50,Lower limit,1,1.96,"78,515","394,299",0,0,0
1/28/2019,50,51,50,51,Unchnaged,0,0,"42,981","215,030",1,-1,-1.960784314
1/25/2019,51,51,50,51,Rise,1,2,"27,831","141,247",0,1,2
1/24/2019,50,53,50,50,Unchnaged,0,0,"167,437","854,097",3,0,0
1/23/2019,50,51,50,50,Unchnaged,0,0,"88,705","444,195",1,0,0
1/22/2019,50,50,50,50,Unchnaged,0,0,"14,243","71,215",0,0,0
1/21/2019,50,51,50,50,Unchnaged,0,0,"52,220","261,240",1,0,0
1/18/2019,50,51,50,50,Unchnaged,0,0,"28,321","141,605",1,0,0
1/17/2019,50,51,50,50,Unchnaged,0,0,"96,380","482,323",1,0,0
1/16/2019,50,51,50,50,Unchnaged,0,0,"77,598","387,990",1,0,0
1/15/2019,50,50,50,50,Unchnaged,0,0,643,"3,215",0,0,0
1/14/2019,50,50,50,50,Unchnaged,0,0,858,"4,290",0,0,0
1/11/2019,50,50,50,50,Unchnaged,0,0,"23,186","115,930",0,0,0
1/10/2019,50,51,50,50,Unchnaged,0,0,"64,500","322,500",1,0,0
1/9/2019,50,50,50,50,Unchnaged,0,0,704,"3,520",0,0,0
1/8/2019,50,50,50,50,Unchnaged,0,0,690,"3,450",0,0,0
1/7/2019,50,50,50,50,Unchnaged,0,0,218,"1,090",0,0,0
1/4/2019,50,50,50,50,Unchnaged,0,0,253,"1,265",0,0,0
1/3/2019,50,50,50,50,Unchnaged,0,0,"2,388","11,940",0,0,0
1/2/2019,50,50,50,50,Unchnaged,0,0,4,20,0,0,0
12/28/2018,50,50,50,50,Unchnaged,0,0,131,655,0,0,0
12/27/2018,50,50,50,50,Unchnaged,0,0,32,160,0,0,0
12/26/2018,50,50,50,50,Unchnaged,0,0,54,270,0,0,0
12/21/2018,50,50,50,50,Unchnaged,0,0,102,510,0,0,0
12/20/2018,50,50,50,50,Unchnaged,0,0,71,355,0,0,0
12/19/2018,50,50,50,50,Unchnaged,0,0,17,85,0,0,0
12/18/2018,50,50,50,50,Unchnaged,0,0,17,85,0,0,0
12/17/2018,50,50,50,50,Unchnaged,0,0,49,245,0,0,0
12/14/2018,50,50,50,50,Unchnaged,0,0,105,525,0,0,0
12/13/2018,50,50,50,50,Unchnaged,0,0,140,700,0,0,0
12/12/2018,50,50,50,50,Unchnaged,0,0,105,525,0,0,0
12/11/2018,50,50,50,50,Unchnaged,0,0,50,250,0,0,0
12/10/2018,50,50,50,50,Unchnaged,0,0,276,"1,380",0,0,0
12/7/2018,50,50,50,50,Unchnaged,0,0,226,"1,130",0,0,0
12/6/2018,50,50,50,50,Unchnaged,0,0,181,905,0,0,0
12/5/2018,50,50,50,50,Unchnaged,0,0,270,"1,350",0,0,0
12/4/2018,50,50,50,50,Unchnaged,0,0,157,785,0,0,0
12/3/2018,50,50,50,50,Unchnaged,0,0,27,135,0,0,0
11/30/2018,50,50,50,50,Unchnaged,0,0,42,210,0,0,0
11/29/2018,50,50,50,50,Unchnaged,0,0,"2,301","11,505",0,0,0
11/28/2018,50,50,50,50,Unchnaged,0,0,13,65,0,0,0
11/27/2018,50,50,50,50,Unchnaged,0,0,35,175,0,0,0
11/26/2018,50,50,50,50,Unchnaged,0,0,26,130,0,0,0
11/23/2018,50,50,50,50,Unchnaged,0,0,108,540,0,0,0
11/22/2018,50,50,50,50,Unchnaged,0,0,58,290,0,0,0
11/21/2018,50,50,50,50,Unchnaged,0,0,114,570,0,0,0
11/19/2018,50,50,50,50,Unchnaged,0,0,187,935,0,0,0
11/16/2018,50,50,50,50,Unchnaged,0,0,561,"2,805",0,0,0
11/15/2018,50,50,50,50,Unchnaged,0,0,"1,130","5,650",0,0,0
11/14/2018,50,50,50,50,Unchnaged,0,0,"5,767","28,835",0,0,0
11/13/2018,50,50,50,50,Unchnaged,0,0,121,605,0,0,0
11/12/2018,50,50,50,50,Unchnaged,0,0,88,440,0,0,0
11/9/2018,50,50,50,50,Unchnaged,0,0,"1,507","7,535",0,0,0
11/8/2018,50,50,50,50,Unchnaged,0,0,208,"1,040",0,0,0
11/7/2018,50,50,50,50,Unchnaged,0,0,109,545,0,0,0
11/6/2018,50,50,50,50,Unchnaged,0,0,384,"1,920",0,0,0
11/5/2018,51,51,50,50,Unchnaged,0,0,665,"3,355",0,1,2
11/2/2018,50,50,50,50,Unchnaged,0,0,41,205,0,0,0
11/1/2018,50,50,50,50,Unchnaged,0,0,34,170,0,0,0
10/31/2018,50,50,50,50,Unchnaged,0,0,"1,870","9,350",0,0,0
10/30/2018,50,50,50,50,Unchnaged,0,0,"50,866","254,330",0,0,0
10/29/2018,50,50,50,50,Unchnaged,0,0,14,70,0,0,0
10/26/2018,50,50,50,50,Unchnaged,0,0,"1,862","9,310",0,0,0
10/25/2018,50,50,50,50,Unchnaged,0,0,111,555,0,0,0
10/24/2018,50,50,50,50,Unchnaged,0,0,117,585,0,0,0
10/23/2018,50,50,50,50,Unchnaged,0,0,253,"1,265",0,0,0
10/22/2018,50,50,50,50,Unchnaged,0,0,"1,565","7,825",0,0,0
10/19/2018,50,50,50,50,Unchnaged,0,0,134,670,0,0,0
10/18/2018,50,50,50,50,Unchnaged,0,0,370,"1,850",0,0,0
10/17/2018,50,50,50,50,Unchnaged,0,0,159,795,0,0,0
